A, mu, sigma, chi2_before, chi2_after, % change, flag
85, 1.5318214580638116, 0.7617819342867433, 0.07996324283121772, 0.6076996601055494, 659.9737561772606, 0
86, 1.5494672043496305, 0.12507859489908613, 0.18375735249569272, 0.29074391420815826, 58.22164950649978, 0
87, 2.336911089558956, 0.11531966643537515, 0.09779902387130575, 0.1785276723175209, 82.54545418822012, 0
88, 2.0161040246235085, 0.9642248649842413, 0.3051471867745207, 0.36475069168819974, 19.532706673032926, 0
89, 2.405857893407845, 0.7249678869544351, 0.04691603835226961, 0.06763252767971811, 44.15651886866173, 0
90, 1.2934804997702123, 0.12107948795409634, 1.3170582703821294, 1.5263032244386547, 15.887296618684555, 0
91, 2.6826514804596093, 0.16161347881357394, 0.10642051129791624, 3.198741955956371, 2905.756988896372, 0
92, 2.9464714373189502, 0.48515813886646575, 0.5163752424710811, 2.4181492725085456, 368.29303065279527, 0
93, 2.5745321865646527, 0.05833459361627341, 0.1516910669243046, 5.102641218133476, 3263.837648185141, 0
94, 2.8780564261456796, 0.04182407759122708, 0.1764997758135225, 1.748253683009502, 890.5132598335912, 0
95, 2.6582461857725197, 0.3798865690831532, 0.325223358046037, 0.4015570392879569, 23.471155854406508, 0
96, 1.5848525193818463, 0.1521932297126305, 8.588091489521313, 9.403075765547493, 9.489701839117302, 0
97, 2.5331123169877574, 0.08383212328691576, 0.2728755252646508, 1.6078761381558606, 489.2342805740629, 0
98, 2.3350617420466664, 0.15116284974175007, 0.929665592657058, 0.9106313637540582, -2.0474274893403805, 0
99, 1.888652487937723, 0.5509199569195353, 3.378837169644009, 4.73094232487894, 40.01687821427003, 0
100, 1.9406151106328413, 0.3529616750513778, 0.12850939742661965, 0.15479550860109206, 20.45462176373684, 0
101, 1.628805341837242, 0.16088534677356847, 0.0391569073923972, 0.18497291286327114, 372.3889734437656, 0
102, 0.4711870750571504, 2.498379196701154, 0.5936686767383574, 2.127966006654198, 258.44336917779447, 0
103, 1.5071206423348051, 0.20122543741646215, 0.13216304252757238, 0.18180760972190615, 37.56312373330594, 0
104, 1.64831305502402, 0.1514816800464227, 0.3058254524406073, 0.6355158969035986, 107.80346823063022, 0
105, 1.822932951488495, 0.12076491621338586, 0.32773664376698247, 1415.553565172232, 431818.00248576317, 0
106, 1.3660248378879936, 0.18410498196243094, 0.005372922601752884, 0.02994793005014631, 457.3862173331135, 0
107, 1.0493720281616865, 0.5535827861083119, 0.0010045131389862117, 0.026629242344181174, 2550.960083116115, 0
108, 1.534211549593079, 0.10368896002638506, 0.0003233306763384128, 0.02306766450993236, 7034.3878567799975, 0
109, 1.7899215126260395, 0.8118438520474701, 0.009655248320636923, 0.011623460614963055, 20.38489564395062, 0
110, 2.600831709331732, 0.13500458922472125, 0.009389250589141281, 0.013988167960018666, 48.980664933962444, 0
111, 2.955660061867254, 0.4961165055591319, 0.004787516182918811, 0.08936013443923806, 1766.5239139673834, 0
112, 3.6125225179244618, 0.18673520281385503, 0.0034725967285061383, 0.9048945178456984, 25958.15153880454, 0
113, 3.5068883527179002, 0.21534074407632153, 0.0012138984944562025, 0.02353718784285636, 1838.9749596320617, 0
114, 3.3197751191310108, 0.5080075861236747, 0.0006966669528943646, 0.04947629456490588, 7001.8575460415095, 0
115, 3.229025963068874, 0.5687892356713157, 0.004586086914837596, 0.07674651825332213, 1573.464103024744, 0
116, 2.8255604302200434, 0.15225531558633332, 0.0004616362411577686, 0.029297075318852964, 6246.355140007391, 0
117, 2.889204179779961, 0.36060333717037424, 0.0003527746737343409, 0.11481365637016905, 32445.889747354755, 0
118, 3.1220326621083756, 0.7875974663458014, 0.0044555511751852486, 0.044476915093649365, 898.2359834931117, 0
119, 3.4342607624249792, 0.10665042057004913, 0.00475253404785763, 0.030213026513600142, 535.7245673435988, 0
120, 3.572231726783563, 0.20081590672814142, 0.009880249636922295, 0.13970130123048932, 1313.9450556839006, 0
121, 2.9931070514007216, 0.5070032515961743, 0.016068771000253997, 0.15748209778162361, 880.0506695822245, 0
122, 2.6235263073628654, 0.14747842616027682, 0.02082139632477193, 0.03944854291776163, 89.4615630116427, 0
123, 2.512883520548146, 0.1774547443540967, 0.010516519420008835, 0.01068839005761546, 1.6342920194643678, 0
124, 2.40550335866257, 0.730058665441614, 0.02400586275184919, 0.2839491841708144, 1082.8326567806507, 0
125, 2.4778747515859507, 0.19188768543294885, 0.20941976259233192, 1180607642.1915724, 563751781287.4178, 0
126, 1.6579539046758305, 0.12648959651007402, 0.031513287024710505, 70922269.8863622, 225055132456.46716, 0
127, 1.4315345449620116, 0.23621333257073007, 0.004619289082250987, 15820933.627828663, 342497153598.7916, 0
128, 0.595302318696474, 0.19421518522548697, 0.003674361549394664, 76172.30064100113, 2073075715.1317527, 0
129, 1.3514678852659872, 0.10997462428072376, 0.006053286693093843, 957.5853970631557, 15819163.90758361, 0
130, 1.3514678852659872, 0.10997462428072376, 0.2563836937001661, 1.943120247426728, 657.8954103450726, 1
131, 0.2795933964164121, 0.8831747285019782, 0.9134606326394501, 2.3167022862446913, 153.61818599128523, 0
132, 1.44358887294406, 0.16055042379436743, 0.42543923451519516, 0.42103335503629075, -1.035607231647333, 0
133, 1.5639166022765472, 0.16384040725511034, 0.1385638764812729, 0.5133777971063955, 270.49901470949334, 0
134, 1.7313916124892368, 0.08609003671686133, 0.41783823273077697, 0.6366226212317867, 52.36102667559808, 0
135, 2.182736104160389, 0.023976717461074104, 1.1271919052478496, 1.4055956447828757, 24.69887676081297, 0
136, 2.526435954031466, 0.16050644205266806, 0.2466881789190275, 1.392183613907778, 464.34954443631676, 0
137, 2.449848813435972, 0.18302079680215042, 1.3068915403960943, 2.01331858798508, 54.05399191541793, 0
138, 2.583105211617958, 0.1834612953862714, 0.30722190844868963, 0.34459872030716393, 12.166063301672626, 0
139, 3.0128515655265327, 0.030881622521328644, 0.21750733413736933, 1.4720546571010513, 576.7839176270525, 0
140, 2.338055340978749, 0.17481783461291783, 3.207126784657197, 3.662333799877929, 14.19360835369619, 0
141, 3.299321952919437, 0.1389140452786537, 0.8175395332877234, 3.700605334206727, 352.651545708719, 0
142, 2.648825160384425, 0.1422216356544312, 0.40038500265865734, 1.8870443434830508, 371.30744931818145, 0
143, 2.593983849370027, 0.0788793390584753, 1.1530115251892048, 16.056916699476538, 1292.6067822124899, 0
144, 2.521359918560439, 0.12801935094380637, 0.6348541082245082, 0.8389991058504626, 32.15620643881241, 0
145, 2.11031854528977, 0.5198501677551507, 0.28726839890866657, 0.6733105607631176, 134.38378997516827, 0
146, 2.608299115792119, 0.8621351365637431, 1.082597688830047, 1.357717135621616, 25.412898034992846, 0
147, 2.3866756421218875, 0.1641215672974117, 0.029402775787002296, 0.41248140646300624, 1302.8655302855677, 0
148, 2.1599945706728128, 0.3786710427095563, 0.4171702174186436, 0.5203142658391511, 24.724691292379383, 0
149, 2.2435200925549497, 0.3788180794117289, 0.08180324694802085, 0.18639718867440186, 127.86037917644241, 0
150, 2.1417911335789515, 0.4547207899515852, 0.020997004151695878, 0.027682661258402366, 31.841004832903764, 0
151, 2.161139361263953, 0.39637236582648544, 0.031877144840253786, 0.041503049456895126, 30.196884523001415, 0
152, 1.5801779563375256, 0.0652962810931193, 0.024856743835480203, 0.026484728779202202, 6.549469852114072, 0
153, 2.076789809901728, 0.43937471415558726, 0.022271905819334067, 0.026511197565262525, 19.034256791120054, 0
154, 2.3678653795704054, 0.6949952979143799, 0.15258606903194574, 0.17667821048457197, 15.789214313911087, 0
155, 1.7639883145235724, 0.10668974272683926, 0.037108002168143105, 0.04036656433724645, 8.78129238631119, 0
156, 3.2827741491753275, 1.494537779919117, 0.0320310567072554, 0.0557471526954157, 74.04094159275216, 0
157, 3.623744781330551, 1.2433236490727135, 0.0076844597765679794, 0.03504931258607858, 356.10639661298666, 0
158, 3.118538667361063, 0.9381592891966777, 0.0007101431106618072, 0.01867638563099666, 2529.946746028626, 0
159, 2.3979476093993757, 0.5215195228801432, 6.411671428414884e-05, 0.0007138160303427713, 1013.3072527380639, 0
160, 2.0876145569807094, 0.3696900589158091, 2.936425097648023e-05, 3.451114585960398e-05, 17.527758113926474, 0
161, 2.8023270397007325, 0.9678974673701678, 2.6628964565872365e-05, 8.411205087356413e-05, 215.86677230913435, 0
162, 3.187263205726652, 0.8627400443581849, 2.8657923405266985e-05, 0.00018022653623166638, 528.8890289885516, 0
163, 3.3189872359286863, 0.383045965622689, 3.240079071560054e-05, 9.728804876542327e-05, 200.26442755478925, 0
164, 2.979306810541453, 0.5790857012858381, 1.2015021107779367e-05, 1.862838749082086e-05, 55.04248659837587, 0
165, 4.999885910512063, 2.9991751968567666, 2.5990938641499884e-06, 6.913892478126487e-05, 2560.1165019438868, 0
166, 4.99991177637801, 2.218973380597877, 4.929012776670623e-07, 9.058285399543983e-06, 1737.748411287856, 0
167, 4.990921617315295, 1.8743588979067038, 2.5531927053681414e-08, 1.1351310813858605e-05, 44359.27951302789, 0
168, 3.4931053098996823, 0.8268462528470812, 8.153721857558745e-11, 4.615673277947982e-06, 5660717.671465105, 0
169, 1.9279328803226785, 0.28187559231836334, 1.1154846424418377e-08, 1.1373737549862666e-07, 919.6229618155145, 0
170, 3.0882626784693703, 1.095237315697645, 1.3218528716879447e-08, 1.612566204020735e-08, 21.992866116904743, 0
171, 3.0882626784693703, 1.095237315697645, 0.0, 0.0, nan, 1
172, 3.0882626784693703, 1.095237315697645, 0.0, 0.0, nan, 1
